"BFN","LICENSE_TYPE","LICENSE_STATUS","LICENSE_SUB_TYPE","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2002-BFN-13945","Food - Retail","License Issued - Active","Bakery, Deli","9/16/2018 12:00:00 AM","HJB CONVENIENCE CORPORATION","600  17TH ST  DENVER 80202"
"2005-BFN-1015149","Food - Retail","License Issued - Active","Bakery, Deli","1/10/2019 12:00:00 AM","K-STOP GAS & GROCERIES","4305 S LOWELL AVE  DENVER 80236"
"2006-BFN-1019874","Food - Retail","License Issued - Active","Bakery, Deli","9/27/2018 12:00:00 AM","CST METRO LLC","990 S MONACO PKY  DENVER 80224"
"2011-BFN-1053439","Food - Retail","License Issued - Active","Bakery, Deli","7/12/2018 12:00:00 AM","ANASTASIAS DESSERTS","1350 S SHERIDAN BLVD UNIT 7 DENVER 80232"
"2013-BFN-1066056","Food - Retail","License Issued - Active","Bakery, Deli","5/16/2019 12:00:00 AM","POCHITOS TORTILLA FACTORY","4417  TEJON ST  DENVER 80211"
"2014-BFN-1071096","Food - Retail","License Issued - Active","Bakery, Deli","2/3/2019 12:00:00 AM","SAN ANTONIO PANIFICADORA","10890 E DARTMOUTH AVE STE G DENVER 80014"
"2015-BFN-0006903","Food - Retail","License Issued - Active","Bakery, Deli","10/30/2018 12:00:00 AM","TESFAY MARKET LLC","4385 N Tejon St  Denver 80211"
"2016-BFN-0000560","Food - Retail","License Issued - Active","Bakery, Deli","3/11/2019 12:00:00 AM","HJB CONVENIENCE CORP","1225  17th St  Denver 80202"
"2016-BFN-0005110","Food - Retail","License Issued - Active","Bakery, Deli","8/19/2018 12:00:00 AM","THE GINGER BAKER,LLC","2522 E 12TH AVE  DENVER 80206"
"2016-BFN-0005634","Food - Retail","License Issued - Active","Bakery, Deli","9/7/2018 12:00:00 AM","LA PETITE FRANCE INC.","2200 W Alameda Ave 36 Denver 80223"
"2017-BFN-0001072","Food - Retail","License Issued - Active","Bakery, Deli","5/19/2019 12:00:00 AM","LDM BISTRO LLC","2395 S DOWNING ST  DENVER 80210"
"2017-BFN-0002571","Food - Retail","License Issued - Active","Bakery, Deli","4/11/2019 12:00:00 AM","STINKER STORES CO INC","2101 S Holly St  Denver 80222"
"2015-BFN-0001973","Retail Food Establishment","License Issued - Active","Restaurant","4/10/2019 12:00:00 AM","BUFFALO BILL'S WINGS AND THINGS","7236 E Colfax Ave  Denver 80220"
"2015-BFN-0004053","Retail Food Establishment","License Issued - Active","Restaurant","8/13/2018 12:00:00 AM","OLIVER SHOP LLC","3434 E COLFAX AVE  DENVER 80206"
"2015-BFN-0004174","Retail Food Establishment","License Issued - Active","Restaurant","7/13/2019 12:00:00 AM","STARBUCKS CORPORATION","1125  17TH ST  DENVER 80202"
"2015-BFN-0004835","Retail Food Establishment","License Issued - Active","Restaurant","8/4/2018 12:00:00 AM","KASBA LLC","2266 S Colorado Blvd  Denver 80222"
"2015-BFN-0007699","Retail Food Establishment","License Issued - Active","Restaurant","12/3/2018 12:00:00 AM","PF DONUT SHOP","2855 N York St  Denver 80205"
"2016-BFN-0000597","Retail Food Establishment","License Issued - Active","Restaurant","7/18/2019 12:00:00 AM","UNITED STATES BEEF CORPORATION","4390 N PEORIA ST  DENVER 80239"
"2016-BFN-0001744","Retail Food Establishment","License Issued - Active","Restaurant","6/8/2019 12:00:00 AM","CITY & COUNTRY DELI & SAUSAGE CO","2393 S DOWNING ST  DENVER 80210"
"2016-BFN-0002142","Retail Food Establishment","License Issued - Active","Restaurant","4/26/2019 12:00:00 AM","NUGGS ICE CREAM INC","5135 E Colfax Ave  Denver 80220"
"2016-BFN-0002203","Retail Food Establishment","License Issued - Active","Restaurant","5/18/2019 12:00:00 AM","PAN DE VIDA, LLC","3939 N FEDERAL BLVD  DENVER 80211"
"2016-BFN-0002664","Retail Food Establishment","License Issued - Active","Restaurant","7/28/2018 12:00:00 AM","WHEELER BLANK ENTERPRISES, LLC","4875 N FEDERAL BLVD  DENVER 80221"
"2016-BFN-0003351","Retail Food Establishment","License Issued - Active","Restaurant","6/9/2019 12:00:00 AM","TACOS JUNIOR, INC","1280 S Sheridan Blvd  Denver 80232"
"2016-BFN-0003887","Retail Food Establishment","License Issued - Active","Restaurant","7/19/2018 12:00:00 AM","4SUR2, LLC","8500 W Crestline AVE FD5 Denver 80123"
"2016-BFN-0005086","Retail Food Establishment","License Issued - Active","Restaurant","9/6/2018 12:00:00 AM","THAI CURRY CUISINE INC.","990 W 6TH AVE 1-2 DENVER 80204"
"2016-BFN-0005111","Retail Food Establishment","License Issued - Active","Restaurant","8/29/2018 12:00:00 AM","JULIAN CASQUINO KLEPPLER","3735  MORRISON RD  DENVER 80219"
"2016-BFN-0005161","Retail Food Establishment","License Issued - Active","Restaurant","8/17/2018 12:00:00 AM","JOANNA VU","1046 S Federal Blvd  Denver 80219"
"2016-BFN-0006373","Retail Food Establishment","License Issued - Active","Restaurant","9/6/2018 12:00:00 AM","TICI LLC","12090 E 40th Ave  Denver 80239"
"2016-BFN-0006741","Retail Food Establishment","License Issued - Active","Restaurant","11/1/2018 12:00:00 AM","KINDRED HOSPITALS WEST, INC.","1920 N High St  Denver 80218"
"2016-BFN-0006896","Retail Food Establishment","License Issued - Active","Restaurant","10/24/2018 12:00:00 AM","SUJI, INC","1660 N LINCOLN ST 102 DENVER 80264"
"2016-BFN-0007195","Retail Food Establishment","License Issued - Active","Restaurant","10/24/2018 12:00:00 AM","ABBRA 4 LLC","999  18TH ST 123 DENVER 80202"
"2016-BFN-0007520","Retail Food Establishment","License Issued - Active","Restaurant","12/21/2018 12:00:00 AM","JAMABRA INVESTMENTS LLC","1340 S SANTA FE DR #104 DENVER "
"2017-BFN-0000030","Retail Food Establishment","License Issued - Active","Restaurant","8/15/2018 12:00:00 AM","BOURBON GRILL LLC","571 E COLFAX AVE  DENVER 80203"
"2017-BFN-0000461","Retail Food Establishment","License Issued - Active","Restaurant","3/3/2019 12:00:00 AM","H SUB NORTHFIELD, INC","9135 E NORTHFIELD BLVD 130 DENVER 80216"
"2017-BFN-0003024","Retail Food Establishment","License Issued - Active","Restaurant","10/24/2018 12:00:00 AM","GT ENTERPRISES LLC","1550  Platte St C Denver 80202"
"2017-BFN-0003776","Retail Food Establishment","License Issued - Active","Restaurant","7/12/2018 12:00:00 AM","BELONG CHURCH-ROCKY MOUNTAIN CONFERENCE","1615 N Ogden St  Denver 80218"
"2017-BFN-0004055","Retail Food Establishment","License Issued - Active","Restaurant","7/31/2019 12:00:00 AM","NOVO COFFEE BARS LLC","217 S Holly St  Denver "
"2017-BFN-0004303","Retail Food Establishment","License Issued - Active","Restaurant","7/5/2018 12:00:00 AM","SUBWAY 7014 LLC","2340 E COLFAX AVE  DENVER 80206"
"2017-BFN-0004738","Retail Food Establishment","License Issued - Active","Restaurant","6/30/2018 12:00:00 AM","KUNG FU TEA CO LLC","6365 E HAMPDEN AVE 102 DENVER 80222"
"2017-BFN-0006933","Retail Food Establishment","License Issued - Active","Restaurant","9/12/2018 12:00:00 AM","STACK SUBS","1331  17th St  Denver 80202"
"2017-BFN-0008566","Retail Food Establishment","License Issued - Active","Restaurant","12/22/2018 12:00:00 AM","GUMBAS ITALIAN RESTAURANT","100 E 20th Ave  Denver 80205"
"2017-BFN-0009228","Retail Food Establishment","License Issued - Active","Restaurant","2/13/2019 12:00:00 AM","HZ OPS HOLDINGS, INC.","4070 N Colorado Blvd  Denver 80216"
"2018-BFN-0000182","Retail Food Establishment","License Issued - Active","Restaurant","1/29/2019 12:00:00 AM","GALLEY DIA","7850 N Harry B Combs Pkwy  Denver 80249"
"2018-BFN-0000226","Retail Food Establishment","License Issued - Active","Restaurant","5/18/2019 12:00:00 AM","MYRON GREEN CORPORATION","1020  16th St  Denver 80202"
"2018-BFN-0000257","Retail Food Establishment","License Issued - Active","Restaurant","1/29/2019 12:00:00 AM","HUCKLEBERRY ROASTERS LLC","1800  Wazee St  Denver "
"2018-BFN-0000288","Retail Food Establishment","License Issued - Active","Restaurant","1/24/2019 12:00:00 AM","MARISCOS MR. PERALTA INC","3900 N Osage St  Denver 80211"
"2018-BFN-0000490","Retail Food Establishment","License Issued - Active","Restaurant","5/11/2019 12:00:00 AM","STARBUCKS CORPORATION","2790 W Alameda Ave  Denver 80219"
"2018-BFN-0001197","Retail Food Establishment","License Issued - Active","Restaurant","3/29/2019 12:00:00 AM","OM II MANAGEMENT INC","6300 E Hampden Ave  Denver 80222"
"2018-BFN-0001916","Retail Food Establishment","License Issued - Active","Restaurant","4/30/2019 12:00:00 AM","SAPOR COFFEE LLC","2795 N Speer Blvd 17 Denver "
"2018-BFN-0003050","Retail Food Establishment","License Issued - Active","Restaurant","5/30/2019 12:00:00 AM","PUPUSAS LOVER","2236 S Colorado BLVD  Denver 80222"
"2002-BFN-4148","Retail Food Establishment","License Issued - Active","Restaurant - Drive-In","5/31/2019 12:00:00 AM","GOOD TIMES DRIVE THRU BURGERS #102","808 E COLFAX AVE  DENVER 80218"
"2017-BFN-0000048","Retail Food Establishment","License Issued - Active","Restaurant - Drive-In","7/5/2018 12:00:00 AM","SONIC RESTAURANTS INC","2611 S Broadway   Denver 80210"
"2003-BFN-1004550","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","8/8/2018 12:00:00 AM","UNIVERSITY OF DENVER LAW SCHOOL CAFE","2255 E EVANS AVE  DENVER 80208"
"2004-BFN-1010063","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","5/24/2019 12:00:00 AM","OBSERV, INC.","2151  BLAKE ST  DENVER 80205"
"2005-BFN-1017681","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/1/2019 12:00:00 AM","PAPA JOHNS PIZZA #1472","1505 E EVANS AVE  DENVER 80210"
"2007-BFN-1029664","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/25/2018 12:00:00 AM","INVESCO FIELD @ MILE HIGH-SECTION 511-DIPPIN DOTS","1801  BRYANT ST  DENVER 80204"
"2009-BFN-1039828","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","4/9/2019 12:00:00 AM","QUEBEC SQUARE BBQ, INC","2001  BLAKE ST  DENVER 80205"
"2009-BFN-1044831","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","12/31/2018 12:00:00 AM","GSMS INVESTMENTS INC","3225 E 42ND AVE  DENVER 80216"
"2010-BFN-1047011","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","5/17/2019 12:00:00 AM","ALFRESCO GREENS","900  AURARIA PKWY #101A DENVER 80204"
"2010-BFN-1050351","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/18/2018 12:00:00 AM","OBSERV INC. SECTION 238","1801 N BRYANT ST  DENVER 80204"
"2011-BFN-1055978","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","9/8/2018 12:00:00 AM","AYALA'S, INC","8500  PENA BLVD  DENVER 80249"
"2012-BFN-1061840","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","8/14/2018 12:00:00 AM","CURIOUS COFFEE & DELI @ 17TH AVENUE","303 E 17TH AVE  DENVER 80203"
"2013-BFN-1064426","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","4/6/2019 12:00:00 AM","MOUNTAINSIDE PIZZA INC","2101 S DOWNING ST  DENVER 80210"
"2013-BFN-1066884","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","6/28/2019 12:00:00 AM","EINSTEIN BAGELS - MAIN TERMINAL","8500  PENA BLVD  DENVER 80249"
"2013-BFN-1067448","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","6/16/2019 12:00:00 AM","DIA JUICE LLC","9100  PENA BLVD  DENVER "
"2014-BFN-1073404","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","7/3/2018 12:00:00 AM","PAPA MURPHY'S","2720 S COLORADO BLVD UNIT 706 DENVER 80222"
"2015-BFN-0002546","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","5/4/2019 12:00:00 AM","HOYA INC.","1111  12th   Denver "
"2015-BFN-0003352","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","7/8/2019 12:00:00 AM","SAPORE LLC","3200 N PECOS ST  DENVER 80211"
"2015-BFN-0003662","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","7/21/2018 12:00:00 AM","A CHEERFUL CUP LLC","1660 S ALBION ST 200 DENVER 80222"
"2015-BFN-0007320","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/28/2018 12:00:00 AM","THE EVIL BEAN, LLC","1515  ARAPAHOE ST  DENVER 80202"
"2015-BFN-0007417","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","12/4/2018 12:00:00 AM","SHONDIZ LLC","479  16TH ST  DENVER 80202"
"2016-BFN-0005156","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","9/1/2018 12:00:00 AM","PANADERIA Y PASTELERIA LAS DELICIAS","1409 S FEDERAL BLVD  DENVER 80219"
"2016-BFN-0006312","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/3/2018 12:00:00 AM","SEVENTWOSEVEN LLC","7684 N WENATCHEE ST  DENVER 80249"
"2017-BFN-0001136","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","6/12/2019 12:00:00 AM","SIZZLING CAESARS, LLC #105","757 E 20th Ave 410 Denver 80205"
"2017-BFN-0003847","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/10/2018 12:00:00 AM","SIMPLY NUTS INC","1000  Chopper Cir  Denver 80204"
"2017-BFN-0004107","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","7/24/2018 12:00:00 AM","KAYA KITCHEN LLC","3200 N PECOS ST  DENVER 80211"
"2017-BFN-0004490","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","6/21/2019 12:00:00 AM","JFE - SNOWFOX","10406 E MARTIN LUTHER KING JR BLVD  DENVER 80238"
"2017-BFN-0005516","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","8/11/2018 12:00:00 AM","JARDEL ENTERPRISES, INC.","8400  Pena Blvd  Denver 80249"
"2017-BFN-0006453","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/11/2018 12:00:00 AM","SHONDIZ LLC","8000 E Quincy Ave 1-1000 Denver "
"2017-BFN-0009280","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/12/2019 12:00:00 AM","MILE HIGH ON THE FLY","700 N Lincoln St B Denver "
"2018-BFN-0000509","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/22/2019 12:00:00 AM","AU FEU DENVER LLC","3501  Wazee St 100 Denver "
"2018-BFN-0000521","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/22/2019 12:00:00 AM","FIOR DI LATTE, INC.","3501  Wazee St 100 Denver "
"2014-BFN-1070807","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/30/2019 12:00:00 AM","ARYA ENTERPRISE","10 W 14th Avenue   Denver 80204"
"2006-BFN-1020678","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/30/2015 12:00:00 AM","COUNTRY LEMONADE - DEH 1076","601  GLENARBOR CIR  LONGMONT 80504"
"2009-BFN-1043200","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","10/2/2014 12:00:00 AM","FELD CONSUMER PRODUCTS #7 -DEH 027","8607  WESTWOOD CENTER DR  VIENNA 22182"
"2009-BFN-1043204","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","10/2/2014 12:00:00 AM","FELD CONSUMER PRODUCTS #10 - DEH 031","8607  WESTWOOD CENTER DR  VIENNA 22182"
"2009-BFN-1044532","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","12/30/2014 12:00:00 AM","HIGH COUNTRY ALMONDS-DEH/566","16999 S GOLDEN RD  GOLDEN 80401"
"2010-BFN-1049438","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/17/2014 12:00:00 AM","COLD FRONT DISTRIBUTION-DEH806","5151 N BANNOCK ST  DENVER 80216"
"2011-BFN-1053593","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/4/2015 12:00:00 AM","CHERRY CREEK CONCESSIONS - DEH 125","300 E 6TH AVE  DENVER 80203"
"2011-BFN-1054212","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/19/2015 12:00:00 AM","BELFIORE ITALIAN SAUSAGE","5820 W 38TH AVE  WHEAT RIDGE 80212"
"2011-BFN-1054783","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/6/2014 12:00:00 AM","JERRY'S CHERRY LEMONADE & SHAVED ICE   DEH  1061","  3740 15TH AVE   MINNEAPOLIS MN "
"2012-BFN-1058380","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","2/22/2015 12:00:00 AM","BAVARIAN SAUSAGE EXPRESS-DEH-169","4167 S LEWISTON CIR  AURORA 80013"
"2012-BFN-1058787","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","3/19/2015 12:00:00 AM","THE REAL DILL","  PO BOX  18104 DENVER 80218"
"2012-BFN-1059046","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","4/3/2015 12:00:00 AM","FRESH BREADS AND PASTERIS","462 S PEARL ST  DENVER 80209"
"2012-BFN-1059712","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","4/4/2015 12:00:00 AM","COLORADO WISE ACRE FARM  DEH 1502","  8695 CR 29.5   FT LUPTON "
"2012-BFN-1061074","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/6/2015 12:00:00 AM","DAE  GEE KOREAN BBQ   DEH 1572","7570  SHERIDAN BLVD  WESTMINSTER 80003"
"2013-BFN-1065011","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","3/18/2015 12:00:00 AM","DONUT ANGEL","14261 E WARREN PL  AURORA 80014"
"2013-BFN-1065750","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","4/28/2015 12:00:00 AM","MR. TORNADO POTATO","4429 N RARITAN ST  DENVER 80211"
"2013-BFN-1065966","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/7/2015 12:00:00 AM","THE PANNA COTTA PEDDLER   DEH 1453","3911 N OSAGE ST  DENVER 80211"
"2017-BFN-0007979","Parking Lot, Garage","License Issued - Active","NA","11/17/2018 12:00:00 AM","LAZ PARKING MIDWEST, LLC","3900 E Mexico Ave  Denver 80210"
"2018-BFN-0000402","Parking Lot, Garage","License Issued - Active","NA","2/15/2019 12:00:00 AM","INTERSTATE PARKING COMPANY OF COLORADO LLC","1701  Wewatta St  Denver "
"2002-BFN-59546","Pawnbroker","License Issued - Active","NA","3/31/2019 12:00:00 AM","D & B GOLD TRADING INC","845  LINCOLN ST  DENVER 80203"
"2014-BFN-1073168","Pedal Cab Company","License Issued - Active","NA","5/13/2019 12:00:00 AM","AARONS GREENRIDES","2890  BRIGHTON BLVD 121 DENVER 80216"
"2015-BFN-0002660","Pedal Cab Company","License Issued - Active","NA","4/30/2019 12:00:00 AM","ROCKY MTN RIDERS PEDICAB LLC","9156 E FLOYD PL  DENVER 80231"
"2016-BFN-0006489","Pedal Cab Company","License Issued - Active","NA","9/26/2018 12:00:00 AM","MASH PEDICABS","1353  VINCE ST  DENVER 80206"
"2016-BFN-0007741","Pedal Cab Company","License issued - Active","NA","11/17/2017 12:00:00 AM","TYLER MURPHREE","3240 W 14TH AVE 5-354 DENVER 80204"
"2017-BFN-0002860","Pedal Cab Company","License Issued - Active","NA","4/24/2019 12:00:00 AM","LUKE'S PEDICAB COMPANY LLC","1531  STOUT ST 404 DENVER 80202"
"2018-BFN-0000469","Pedal Cab Company","License Issued - Active","NA","1/25/2019 12:00:00 AM","KRAZY CHARLIE'S PEDICABS","1150  LARIMER ST 350 DENVER 80202"
"2018-BFN-0003771","Pedal Cab Company","License Issued - Active","NA","6/7/2019 12:00:00 AM","JOHN BLACKSHIRE","611 W WARREN AVE  DENVER 80223"
"2004-BFN-1009413","Retail Food Establishment","License Issued - Active","Mobile","4/22/2019 12:00:00 AM","PALETERIA ZACATECAS INC","3548  MORRISON RD UNIT#A DENVER 80219"
"2004-BFN-1009446","Retail Food Establishment","License Issued - Active","Mobile","4/22/2019 12:00:00 AM","PALETERIA ZACATECAS INC","5660 W COLFAX AVE  LAKEWOOD 80214"
"2006-BFN-1020543","Retail Food Establishment","License Issued - Active","Mobile","5/4/2019 12:00:00 AM","PALETERIA CHIHUAHUA","3701 W 1ST AVE  DENVER 80219"
"2006-BFN-1020545","Retail Food Establishment","License Issued - Active","Mobile","5/4/2019 12:00:00 AM","PALETERIA CHIHUAHUA","3701 W 1ST AVE  DENVER 80219"
"2011-BFN-1051609","Retail Food Establishment","License Issued - Active","Mobile","2/2/2019 12:00:00 AM","NUMBER ONE CATERING","15487 E 118TH AVE  COMMERCE CITY 80022"
"2012-BFN-1060635","Retail Food Establishment","License Issued - Active","Mobile","7/11/2018 12:00:00 AM","TORTAS Y TEJUINOS LA CHIVA LOCA","5895  BISCAY ST D DENVER 80249"
"2013-BFN-1066123","Retail Food Establishment","License Issued - Active","Mobile","7/31/2018 12:00:00 AM","BEAN MACHINE","5025  LOWELL BLVD 18 DENVER 80221"
"2014-BFN-1071447","Retail Food Establishment","License Issued - Active","Mobile","4/7/2019 12:00:00 AM","JESSIE'S SMOKIN' NOLA, LLC","7987  CISTENA WAY  PARKER 80134"
"2014-BFN-1072870","Retail Food Establishment","License Issued - Active","Mobile","1/30/2019 12:00:00 AM","MILE HIGH KONA ICE","7540  DAWN DR  LITTLETON 80125"
"2014-BFN-0002245","Retail Food Establishment","License Issued - Active","Mobile","7/24/2018 12:00:00 AM","PILE HIGH BURGERS LLC","9955 W 82ND AVE  ARVADA 80005"
"2015-BFN-0000427","Retail Food Establishment","License Issued - Active","Mobile","2/18/2019 12:00:00 AM","CATALYST LTD","7608  DANKS DR  EVERGREEN 80439"
"2008-BFN-1031100","Retail Food Establishment","License Issued - Active","Mobile","4/1/2019 12:00:00 AM","SNOW BUSINESS LLC","490 S CLAY ST  DENVER 80219"
"2015-BFN-0002581","Retail Food Establishment","License Issued - Active","Mobile","5/20/2019 12:00:00 AM","TURN  -IN BBQ, LLC","11222  KINGSTON ST  HENDERSON 80640"
"2015-BFN-0004573","Retail Food Establishment","License Issued - Active","Mobile","9/24/2018 12:00:00 AM","OBSERV, INC","4333 N CHEROKEE ST  DENVER 80216"
"2015-BFN-0004991","Retail Food Establishment","License Issued - Active","Mobile","8/25/2018 12:00:00 AM","MORGANISMLLC","16552 E KANSAS DR  AURORA 80017"
"2015-BFN-0005912","Retail Food Establishment","License Issued - Active","Mobile","12/23/2018 12:00:00 AM","UVA LLC","243 N Oneida St  Denver 80220"
"2007-BFN-1029454","Retail Food Establishment","License Issued - Active","Mobile","10/8/2018 12:00:00 AM","LA LOMA BURRITOS","111 S Knox CT  Denver 80219"
"2015-BFN-0007381","Retail Food Establishment","License Issued - Active","Mobile","11/4/2018 12:00:00 AM","BILBAOS CATERING LLC","13111 W MONTANA AVE  LAKEWOOD 80228"
"2016-BFN-0000232","Retail Food Establishment","License Issued - Active","Mobile","2/25/2019 12:00:00 AM","EL SAZONAZO MEXICANO, LLC","1600  SUMMIT PL  LAFAYETTE 80026"
"2016-BFN-0000684","Retail Food Establishment","License Issued - Active","Mobile","3/29/2019 12:00:00 AM","THE MAC SHACK LLC","1531  STOUT ST 604 DENVER 80202"
"2016-BFN-0000762","Retail Food Establishment","License Issued - Active","Mobile","3/9/2019 12:00:00 AM","CORNER OF GOURMET #2,LLC","8250 W 54th AVE  ARVADA 80002"
"2010-BFN-1046618","Retail Food Establishment","License Issued - Active","Mobile","4/6/2019 12:00:00 AM","TACOS VASQUEZ","13163  ELMENDOR PL  DENVER 80239"
"2016-BFN-0003138","Retail Food Establishment","License Issued - Active","Mobile","5/27/2019 12:00:00 AM","ERNESTO BAEZ","1020 W 70TH AVE  DENVER 80221"
"2016-BFN-0003155","Retail Food Establishment","License Issued - Active","Mobile","7/12/2018 12:00:00 AM","ROOTS COLORADO","2546 W MAIN ST #203   LITTLETON 80120"
"2016-BFN-0003247","Retail Food Establishment","License Issued - Active","Mobile","8/10/2018 12:00:00 AM","VEGAN VAN LLC","2760  STEELE ST  DENVER 80205"
"2016-BFN-0003916","Retail Food Establishment","License Issued - Active","Mobile","7/27/2018 12:00:00 AM","RIK CONCEPTS LLC","460641  PO BOX   GLENDALE 80246"
"2016-BFN-0004117","Retail Food Establishment","License Issued - Active","Mobile","8/10/2018 12:00:00 AM","EMMANUEL ORONIA","3200 W LOUISIANA AVE  DENVER 80219"
"2013-BFN-1067419","Retail Food Establishment","License Issued - Active","Mobile","8/5/2018 12:00:00 AM","BATTER CREPE COMPANY LLC","636 N Pennsylvania   Denver 80203"
"2016-BFN-0005937","Retail Food Establishment","License Issued - Active","Mobile","10/5/2018 12:00:00 AM","MICHAEL D ACOSTA","2333 S GALAPAGO ST  DENVER 80223"
"2016-BFN-0006792","Retail Food Establishment","License Issued - Active","Mobile","10/26/2018 12:00:00 AM","LOURDES EUGENIO ISIDRO","5661 W GREEN MEADOWS PL 101 DENVER 80227"
"2016-BFN-0006928","Retail Food Establishment","License Issued - Active","Mobile","11/28/2018 12:00:00 AM","SUMER NICOLE ORTIZ","18214 E COLGATE PL  AURORA 80013"
"2016-BFN-0008213","Retail Food Establishment","License Issued - Active","Mobile","4/14/2019 12:00:00 AM","MARCO CARUS-ABELLA","11422  LIMA CT  HENDERSON 80640"
"2016-BFN-0008296","Retail Food Establishment","License Issued - Active","Mobile","12/28/2018 12:00:00 AM","OSAMA O ABDOON","727  QUINCE ST #1530 DENVER 80230"
"2014-BFN-1072522","Retail Food Establishment","License Issued - Active","Mobile","7/2/2018 12:00:00 AM","TREZUR'S KITCHEN & FOOD CART","5255 N Memphis St  Denver 80239"
"2017-BFN-0000148","Retail Food Establishment","License Issued - Active","Mobile","1/20/2019 12:00:00 AM","FAILYAU MANAGEMENT INC.","25 E DAKOTA AVE  DENVER 80209"
"2017-BFN-0000211","Retail Food Establishment","License Issued - Active","Mobile","1/27/2019 12:00:00 AM","MANUEL E MARTINEZ","20495 E 47TH AVE  DENVER 80249"
"2017-BFN-0000824","Retail Food Establishment","License Issued - Active","Mobile","2/24/2019 12:00:00 AM","ALL IN BURGERS, INC","     DENVER "
"2017-BFN-0000899","Retail Food Establishment","License Issued - Active","Mobile","3/3/2019 12:00:00 AM","EL GALLO BLANCO LLC","664 S LINCOLN ST #203 DENVER 80209"
"2017-BFN-0000911","Retail Food Establishment","License Issued - Active","Mobile","3/16/2019 12:00:00 AM","MATTHEW CHERRY","4166 N Tennyson ST  Denver 80212"
"2007-BFN-1025872","Retail Food Establishment","License Issued - Active","Mobile","3/29/2019 12:00:00 AM","DEVENCO","140928  PO BOX   EDGEWATER 80214"
"2008-BFN-1032325","Retail Food Establishment","License Issued - Active","Mobile","4/24/2019 12:00:00 AM","Observ Inc","2151  Blake  123 Denver "
"2004-BFN-1010061","Retail Food Establishment","License Issued - Active","Mobile","5/16/2019 12:00:00 AM","Observ Inc","2151  Blake ST 155 Denver "
"2017-BFN-0003730","Retail Food Establishment","License Issued - Active","Mobile","5/26/2019 12:00:00 AM","KINGSTON AND HUMBOLDT LLC","2867 N Kingston St  Denver 80238"
"2017-BFN-0003848","Retail Food Establishment","License Issued - Active","Mobile","5/26/2019 12:00:00 AM","WRIGHTS AMUSEMENTS","13002  COUNTY 102 RD  ELBERT 80106"
"2017-BFN-0003853","Retail Food Establishment","License Issued - Active","Mobile","5/26/2019 12:00:00 AM","WRIGHTS AMUSEMENTS","13002  COUNTY 102 RD  ELBERT 80106"
